1.391375511884689331e-01 -1.082166358828544617e-01 -7.174222469329833984e-01 7.566486001014709473e-01 3.714880645275115967e-01 -1.004941344261169434e+00 8.294734172523021698e-03 3.276579082012176514e-01 2.829080224037170410e-01 -8.925736546516418457e-01 -1.626340001821517944e-01 -8.062123656272888184e-01 -1.168169453740119934e-01 -1.612416028976440430e+00 -1.541496813297271729e-01 -6.459765881299972534e-02 -5.324404835700988770e-01 5.328798294067382812e-02 -3.136043250560760498e-02 -7.431207299232482910e-01 -1.158166527748107910e+00 -2.491420507431030273e-02 -7.584299445152282715e-01 -4.156896173954010010e-01 6.388833522796630859e-01 -2.545159459114074707e-01 -1.230404496192932129e+00 -1.582196235656738281e+00 6.431444287300109863e-01 9.715086221694946289e-01 -1.324875354766845703e+00 -1.000623703002929688e+00 -4.555986523628234863e-01 4.030910432338714600e-01 -7.707180380821228027e-01 -1.175672650337219238e+00 -1.554623842239379883e-01 -6.526672244071960449e-01 2.519725561141967773e-01 4.589688777923583984e-01 1.893225669860839844e+00 1.632638573646545410e-01 -2.633672356605529785e-01 -1.107904434204101562e+00 7.672971487045288086e-01 -1.122968912124633789e+00 3.047064542770385742e-01 3.896010220050811768e-01 -2.519550621509552002e-01 -1.006648540496826172e+00 2.927341163158416748e-01 -1.100284934043884277e+00 1.901553988456726074e+00 -1.518472552299499512e+00 1.685010075569152832e+00 -1.371253848075866699e+00 2.893005907535552979e-01 3.939369320869445801e-01 6.528564691543579102e-01 -5.519005656242370605e-01 7.724288105964660645e-01 9.300155639648437500e-01 4.627573117613792419e-02 3.485972285270690918e-01
6.603908373249901820e-02 4.011388040251201437e-02 -5.682108269797431221e-01 5.712782343228658410e-01 3.933986557854546318e-01 -9.303551382488675081e-01 1.357232313603162766e-02 2.075895832644568673e-01 9.905487298965454102e-02 -8.007706536187065849e-01 -3.401201135582393453e-02 -5.422724816534254533e-01 -9.813248862822850083e-02 -1.509555571609073166e+00 -1.612255457374784651e-01 -4.577699717548158742e-02 -6.467544833819071082e-01 -4.616840018166436244e-02 -1.526613699065314245e-02 -7.170220547252230681e-01 -8.922919299867417831e-01 4.860572682486639928e-02 -6.835803389549255371e-01 -5.463033417860666541e-01 6.652631693416171110e-01 -2.499607735209994908e-01 -9.130439890755547294e-01 -1.390039947297837974e+00 5.905148453182644808e-01 9.473763240708245048e-01 -1.121782872411939858e+00 -9.031793475151062012e-01 -2.607935600810580845e-01 4.998699393537309188e-01 -8.645828167597452429e-01 -1.067562725808885338e+00 -1.771170563167995815e-01 -5.509203871091207239e-01 2.529237005445692521e-01 4.650312860806782855e-01 1.652063422732882980e+00 1.267081565327114467e-01 -2.095673349168565569e-01 -8.783645100063748323e-01 6.132707198460897180e-01 -1.005933417214287751e+00 6.849396228790283203e-02 3.590496049986945382e-01 -2.344958815309736433e-01 -8.944280147552490234e-01 2.124842239750756034e-01 -9.520831770367093050e-01 1.743777897622850181e+00 -1.528532226880391365e+00 1.367811269230312821e+00 -1.238577140702141755e+00 4.906643529733022424e-01 1.884914305475023089e-01 6.517912546793619422e-01 -5.610695415072970427e-01 6.652790705362955359e-01 8.875034319029914132e-01 -8.014818446503743643e-03 3.126217060618930454e-01
-7.059383723470896710e-03 1.884443966878784904e-01 -4.189994070265028459e-01 3.859078685442606793e-01 4.153092470433976668e-01 -8.557689322365654716e-01 1.884991209954023361e-02 8.752125832769605540e-02 -8.479827642440795898e-02 -7.089676525857713241e-01 9.460997747050392537e-02 -2.783325976795620882e-01 -7.944803188244500824e-02 -1.406695114241705902e+00 -1.683014101452297573e-01 -2.695633553796344256e-02 -7.610684831937154504e-01 -1.456247833040025530e-01 8.281585243013200870e-04 -6.909233795271979561e-01 -6.264173322253756560e-01 1.221256587240431013e-01 -6.087307333946228027e-01 -6.769170661767323072e-01 6.916429864035712471e-01 -2.454056011305915108e-01 -5.956834819581773299e-01 -1.197883658938937668e+00 5.378852619065178642e-01 9.232440259721543807e-01 -9.186903900570340120e-01 -8.057349920272827148e-01 -6.598846779929268269e-02 5.966488354735903776e-01 -9.584475954373677942e-01 -9.594528012805514372e-01 -1.987717284096611747e-01 -4.491735498110452918e-01 2.538748449749416713e-01 4.710936943689982281e-01 1.410901175604926117e+00 9.015245570076836634e-02 -1.557674341731601353e-01 -6.488245858086479911e-01 4.592442909876505719e-01 -8.888979223039414901e-01 -1.677185297012329102e-01 3.284981879923078996e-01 -2.170367009109920864e-01 -7.822074890136718750e-01 1.322343316343095598e-01 -8.038814200295342216e-01 1.586001806788974289e+00 -1.538591901461283440e+00 1.050612462891472809e+00 -1.105900433328416588e+00 6.920281151930491870e-01 -1.695407099193996237e-02 6.507260402043660852e-01 -5.702385173903571358e-01 5.581293304761251184e-01 8.449912998411390763e-01 -6.230536806914541148e-02 2.766461835967169991e-01
-8.015785117944079774e-02 3.367749129732449664e-01 -2.697879870732625696e-01 2.005375027656555176e-01 4.372198383013407574e-01 -7.811827262242634351e-01 2.412750106304883957e-02 -3.254706660906475646e-02 -2.686514258384704590e-01 -6.171646515528361743e-01 2.232319662968317853e-01 -1.439271370569872310e-02 -6.076357513666152954e-02 -1.303834656874338860e+00 -1.753772745529810495e-01 -8.135673900445297702e-03 -8.753824830055236816e-01 -2.450811664263407574e-01 1.692245403925578262e-02 -6.648247043291727332e-01 -3.605427344640095288e-01 1.956455906232197894e-01 -5.338811278343200684e-01 -8.075307905673980713e-01 7.180228034655252722e-01 -2.408504287401835031e-01 -2.783229748407999304e-01 -1.005727370580037583e+00 4.852556784947713586e-01 8.991117278734842566e-01 -7.155979077021280554e-01 -7.082906365394592285e-01 1.288166244824726636e-01 6.934277315934499475e-01 -1.052312374114990234e+00 -8.513428767522176477e-01 -2.204264005025227957e-01 -3.474267125129699707e-01 2.548259894053141461e-01 4.771561026573181152e-01 1.169738928476969475e+00 5.359675486882528594e-02 -1.019675334294637137e-01 -4.192846616109211499e-01 3.052178621292114258e-01 -7.718624273935954516e-01 -4.039310216903686523e-01 2.979467709859212055e-01 -1.995775202910105572e-01 -6.699869632720947266e-01 5.198443929354351623e-02 -6.556796630223591382e-01 1.428225715955098618e+00 -1.548651576042175293e+00 7.334136565526325757e-01 -9.732237259546915320e-01 8.933918774127960205e-01 -2.223995725313822058e-01 6.496608257293701172e-01 -5.794074932734171179e-01 4.509795904159545898e-01 8.024791677792866285e-01 -1.165959176917870654e-01 2.406706611315409250e-01
-1.532563186354107265e-01 4.851054292586114425e-01 -1.205765671200222933e-01 1.516713698705041136e-02 4.591304295592837925e-01 -7.065965202119615096e-01 2.940509002655744553e-02 -1.526153915458255406e-01 -4.525045752525329590e-01 -5.253616505199008024e-01 3.518539551231596452e-01 2.495471702681646420e-01 -4.207911839087803696e-02 -1.200974199506971596e+00 -1.824531389607323417e-01 1.068498773707284022e-02 -9.896964828173320239e-01 -3.445375495486789341e-01 3.301674955421024515e-02 -6.387260291311476212e-01 -9.466813670264340175e-02 2.691655225223965053e-01 -4.590315222740173340e-01 -9.381445149580637244e-01 7.444026205274794084e-01 -2.362952563497755232e-01 3.903753227657746905e-02 -8.135710822211371651e-01 4.326260950830247420e-01 8.749794297748141325e-01 -5.125054253472222099e-01 -6.108462810516357422e-01 3.236217167642381209e-01 7.902066277133094063e-01 -1.146177152792612786e+00 -7.432329522238837471e-01 -2.420810725953843889e-01 -2.456798752148945941e-01 2.557771338356865654e-01 4.832185109456380023e-01 9.285766813490126115e-01 1.704105403688219167e-02 -4.816763268576729207e-02 -1.897447374131944198e-01 1.511914332707723352e-01 -6.548269324832491911e-01 -6.401435136795043945e-01 2.673953539795345669e-01 -1.821183396710289726e-01 -5.577664375305175781e-01 -2.826545304722255514e-02 -5.074779060151841659e-01 1.270449625121222503e+00 -1.558711250623067146e+00 4.162148502137925643e-01 -8.405470185809664763e-01 1.094755639632543076e+00 -4.278450740708245048e-01 6.485956112543741492e-01 -5.885764691564772111e-01 3.438298503557841168e-01 7.599670357174344026e-01 -1.708864673144287472e-01 2.046951386663648786e-01
-2.263547860913806553e-01 6.334359455439779740e-01 2.863485283321798303e-02 -1.702032287915546949e-01 4.810410208172268276e-01 -6.320103141996595841e-01 3.468267899006605148e-02 -2.726837164825863802e-01 -6.363577246665954590e-01 -4.335586494869655971e-01 4.804759439494874496e-01 5.134870542420280071e-01 -2.339466164509454438e-02 -1.098113742139604332e+00 -1.895290033684836617e-01 2.950564937459097814e-02 -1.104010482629140366e+00 -4.439939326710171108e-01 4.911104506916470769e-02 -6.126273539331223983e-01 1.712064610587227254e-01 3.426854544215732212e-01 -3.841819167137145996e-01 -1.068758239348729377e+00 7.707824375894334334e-01 -2.317400839593675432e-01 3.563980393939547575e-01 -6.214147938622368583e-01 3.799965116712782365e-01 8.508471316761441194e-01 -3.094129429923162533e-01 -5.134019255638122559e-01 5.184268090460035783e-01 8.869855238331688652e-01 -1.240041931470235337e+00 -6.351230276955498466e-01 -2.637357446882460099e-01 -1.439330379168192175e-01 2.567282782660590401e-01 4.892809192339579449e-01 6.874144342210557479e-01 -1.951464679506090261e-02 5.632268057929157301e-03 3.979518678453231040e-02 -2.834995587666755412e-03 -5.377914375729031526e-01 -8.763560056686401367e-01 2.368439369731479283e-01 -1.646591590510474434e-01 -4.455459117889404297e-01 -1.085153453879886265e-01 -3.592761490080091935e-01 1.112673534287346833e+00 -1.568770925203959221e+00 9.901604387495255288e-02 -7.078703112072414205e-01 1.296119401852289910e+00 -6.332905756102666928e-01 6.475303967793782922e-01 -5.977454450395371932e-01 2.366801102956136438e-01 7.174549036555819548e-01 -2.251770169370704289e-01 1.687196162011888323e-01
-2.994532535473505286e-01 7.817664618293443946e-01 1.778462727864582593e-01 -3.555735945701599121e-01 5.029516120751699182e-01 -5.574241081873575476e-01 3.996026795357465744e-02 -3.927520414193471643e-01 -8.202108740806579590e-01 -3.417556484540303918e-01 6.090979327758153650e-01 7.774269382158913722e-01 -4.710204899311065674e-03 -9.952532847722371789e-01 -1.966048677762349539e-01 4.832631101210912994e-02 -1.218324482440948486e+00 -5.434503157933553430e-01 6.520534058411917022e-02 -5.865286787350971753e-01 4.370810588200888525e-01 4.162053863207498816e-01 -3.093323111534118652e-01 -1.199371963739395142e+00 7.971622546513874585e-01 -2.271849115689595633e-01 6.737585465113322680e-01 -4.292585055033366626e-01 3.273669282595316754e-01 8.267148335774739953e-01 -1.063204606374104078e-01 -4.159575700759887695e-01 7.132319013277688136e-01 9.837644199530284350e-01 -1.333906710147857666e+00 -5.270131031672160571e-01 -2.853904167811076031e-01 -4.218620061874389648e-02 2.576794226964314594e-01 4.953433275222778320e-01 4.462521870930991064e-01 -5.607034762700396913e-02 5.943216880162555116e-02 2.693351109822592626e-01 -1.568614244461059570e-01 -4.207559426625570032e-01 -1.112568497657775879e+00 2.062925199667612619e-01 -1.471999784310658865e-01 -3.333253860473632812e-01 -1.887652377287546424e-01 -2.110743920008341101e-01 9.548974434534709399e-01 -1.578830599784851074e+00 -2.181827624638876806e-01 -5.751936038335163648e-01 1.497483164072036743e+00 -8.387360771497089917e-01 6.464651823043823242e-01 -6.069144209225972864e-01 1.295303702354431152e-01 6.749427715937296179e-01 -2.794675665597120551e-01 1.327440937360127582e-01
-3.725517210033204574e-01 9.300969781147108151e-01 3.270576927396984246e-01 -5.409439603487649073e-01 5.248622033331129533e-01 -4.828379021750555111e-01 4.523785691708326340e-02 -5.128203663561079484e-01 -1.004064023494720459e+00 -2.499526474210951310e-01 7.377199216021432804e-01 1.041366822189754737e+00 1.397425184647244079e-02 -8.923928274048700260e-01 -2.036807321839862461e-01 6.714697264962726786e-02 -1.332638482252756829e+00 -6.429066989156935197e-01 8.129963609907363276e-02 -5.604300035370720634e-01 7.029556565814549796e-01 4.897253182199265975e-01 -2.344827055931091309e-01 -1.329985688130060684e+00 8.235420717133415947e-01 -2.226297391785515556e-01 9.911190536287097785e-01 -2.371022171444363558e-01 2.747373448477851143e-01 8.025825354788038712e-01 9.677202171749543780e-02 -3.185132145881652832e-01 9.080369936095342709e-01 1.080543316072887894e+00 -1.427771488825480217e+00 -4.189031786388821565e-01 -3.070450888739691964e-01 5.956063667933153560e-02 2.586305671268039341e-01 5.014057358105977746e-01 2.050899399651422428e-01 -9.262604845894706340e-02 1.132320695453219450e-01 4.988750351799859928e-01 -3.108878533045449366e-01 -3.037204477522108537e-01 -1.348780989646911621e+00 1.757411029603745956e-01 -1.297407978110843296e-01 -2.211048603057861328e-01 -2.690151300695207137e-01 -6.287263499365902675e-02 7.971213526195950472e-01 -1.588890274365742927e+00 -5.353815688027276920e-01 -4.425168964597913090e-01 1.698846926291783799e+00 -1.044181578689151291e+00 6.453999678293863562e-01 -6.160833968056572685e-01 2.238063017527269771e-02 6.324306395318772811e-01 -3.337581161823537368e-01 9.676857127083671184e-02
-4.456501884592903862e-01 1.078427494400077347e+00 4.762691126929388119e-01 -7.263143261273701246e-01 5.467727945910559884e-01 -4.082516961627535856e-01 5.051544588059186935e-02 -6.328886912928687325e-01 -1.187917172908782959e+00 -1.581496463881598702e-01 8.663419104284710848e-01 1.305306706163618102e+00 3.265870859225591949e-02 -7.895323700375027620e-01 -2.107565965917375383e-01 8.596763428714540578e-02 -1.446952482064565171e+00 -7.423630820380316964e-01 9.739393161402809529e-02 -5.343313283390469515e-01 9.688302543428211067e-01 5.632452501191033134e-01 -1.596331000328063965e-01 -1.460599412520726448e+00 8.499218887752957308e-01 -2.180745667881435756e-01 1.308479560746087067e+00 -4.494592878553604898e-02 2.221077614360385533e-01 7.784502373801337471e-01 2.998645040724012834e-01 -2.210688591003417969e-01 1.102842085891299728e+00 1.177322212192747353e+00 -1.521636267503102768e+00 -3.107932541105482560e-01 -3.286997609668307896e-01 1.613074739774068567e-01 2.595817115571763534e-01 5.074681440989176062e-01 -3.607230716281462080e-02 -1.291817492908901577e-01 1.670319702890183944e-01 7.284149593777127230e-01 -4.649142821629841382e-01 -1.866849528418647042e-01 -1.584993481636047363e+00 1.451896859539879570e-01 -1.122816171911027727e-01 -1.088843345642089844e-01 -3.492650224102867851e-01 8.532912201351594561e-02 6.393452617857191544e-01 -1.598949948946635002e+00 -8.525803751415677034e-01 -3.098401890860662533e-01 1.900210688511530632e+00 -1.249627080228593590e+00 6.443347533543904992e-01 -6.252523726887173616e-01 -8.476910988489783083e-02 5.899185074700249443e-01 -3.880486658049954185e-01 6.079304880566066549e-02
-5.187486559152603149e-01 1.226758010685443878e+00 6.254805326461791992e-01 -9.116846919059753418e-01 5.686833858489990234e-01 -3.336654901504516602e-01 5.579303484410047531e-02 -7.529570162296295166e-01 -1.371770322322845459e+00 -6.634664535522460938e-02 9.949638992547988892e-01 1.569246590137481689e+00 5.134316533803939819e-02 -6.866719126701354980e-01 -2.178324609994888306e-01 1.047882959246635437e-01 -1.561266481876373291e+00 -8.418194651603698730e-01 1.134882271289825439e-01 -5.082326531410217285e-01 1.234704852104187012e+00 6.367651820182800293e-01 -8.478349447250366211e-02 -1.591213136911392212e+00 8.763017058372497559e-01 -2.135193943977355957e-01 1.625840067863464355e+00 1.472103595733642578e-01 1.694781780242919922e-01 7.543179392814636230e-01 5.029569864273071289e-01 -1.236245036125183105e-01 1.297647178173065186e+00 1.274101108312606812e+00 -1.615501046180725098e+00 -2.026833295822143555e-01 -3.503544330596923828e-01 2.630543112754821777e-01 2.605328559875488281e-01 5.135305523872375488e-01 -2.772345542907714844e-01 -1.657374501228332520e-01 2.208318710327148438e-01 9.579548835754394531e-01 -6.189407110214233398e-01 -6.964945793151855469e-02 -1.821205973625183105e+00 1.146382689476013184e-01 -9.482243657112121582e-02 3.336191177368164062e-03 -4.295149147510528564e-01 2.335308790206909180e-01 4.815691709518432617e-01 -1.609009623527526855e+00 -1.169779181480407715e+00 -1.771634817123413086e-01 2.101574450731277466e+00 -1.455072581768035889e+00 6.432695388793945312e-01 -6.344213485717773438e-01 -1.919188499450683594e-01 5.474063754081726074e-01 -4.423392154276371002e-01 2.481752634048461914e-02
