Epoch,Train Loss,Validation Loss
1,2.3149102528889975,2.303073076078627
2,2.3033502066718206,2.302702787314521
3,2.303254587258233,2.3032290943145752
4,2.3033692961798775,2.3031624251471627
5,2.3032427931043835,2.303514287990994
6,2.303262079366048,2.3029024849785698
7,2.3033206143697105,2.3033153482649062
8,2.3027900190989175,2.302609472825792
9,2.3026750005086263,2.3026200879414875
10,2.302672890048557,2.3026281288570827
11,2.3026983304341635,2.3026039261288114
12,2.3026844352298315,2.302612623469035
13,2.302672793621487,2.3026238253275553
14,2.3026788298288983,2.302609528435601
15,2.3026164693196614,2.302597766155667
16,2.3026084164089626,2.302592211405436
17,2.302603064939711,2.3025888231489393
18,2.302600544908312,2.3025871743943958
19,2.302599601872762,2.3025865062289768
20,2.3025995547824434,2.302585877694024
21,2.302599099053277,2.3025856856452096
22,2.302587012990316,2.3025854344685874
23,2.30258699031406,2.302585604010688
24,2.302586959966024,2.3025859156714543
25,2.302586934789022,2.3025856147766115
26,2.3025868860456677,2.3025855536142985
27,2.302586857732137,2.3025851416693794
28,2.3025868183983698,2.302585388819377
29,2.302585593541463,2.30258532854716
30,2.302585598288642,2.3025855236477324
31,2.3025856052822538,2.3025858673519557
32,2.302585590913561,2.302585396024916
33,2.3025856027391223,2.3025855406867133
34,2.302585599814521,2.302585519578722
35,2.3025855762057836,2.3025852841271295
36,2.3025853482140435,2.3025850542704265
37,2.302585338253445,2.3025853199852837
38,2.3025853569878474,2.3025853238423664
39,2.3025854340023466,2.302585392634074
40,2.30258542620341,2.302585529115465
