Epoch,Train Loss,Validation Loss
1,1.7979941547393798,1.5725403648588392
2,1.6914989482455784,1.6750919541041056
3,1.6570559747483995,1.713531914583842
4,1.6283697616153294,1.6248533688439264
5,1.6245252109527588,2.007054046842787
6,1.6192487360212537,1.5193763098610773
7,1.614662179607815,1.5661582163492838
8,1.349972343635559,1.15477628364563
9,1.2680937824461196,1.0950793583658007
10,1.2335678668340047,1.0959269532733493
11,1.2028310680601333,1.0821813910166422
12,1.1681692325380113,0.9929636308458116
13,1.1413096890979344,1.0023807227452597
14,1.120874392467075,1.0770814452489217
15,0.9435321377118429,0.778450544781155
16,0.8794690824402703,0.7536025272157457
17,0.839646689997779,0.7414990814103021
18,0.8115441099431779,0.7355564599672954
19,0.7851114637374877,0.7420570446226332
20,0.7590035779741076,0.7363826152589587
21,0.7365099846733941,0.7347907238165537
22,0.6584018166753981,0.6985774796326956
23,0.6361519432279799,0.6963863261434767
24,0.623406381893158,0.6964239821645949
25,0.612784985309177,0.6983728655020396
26,0.6020716999795702,0.6958842190000746
27,0.5919217847824096,0.6978831019454532
28,0.5824136215209961,0.7002959053410424
29,0.5718721143298678,0.700658939189381
30,0.5666534913486905,0.6975933968596988
31,0.5660762581401401,0.6978594270494249
32,0.5630605355421702,0.6995829923947652
33,0.5636908778985341,0.6985160043292575
34,0.5647647711700863,0.6971195736249288
35,0.5614010854774051,0.7002510458840264
36,0.5584064368989733,0.6981595645851559
37,0.5584530901643965,0.7010902430322435
38,0.5571026517020331,0.6972623951064216
39,0.559358475722207,0.6982240297317505
40,0.5553019735071394,0.6985814043945736
