Epoch,Train Loss,Validation Loss
1,1.5196292093276977,0.5889180715084076
2,0.912235357952118,0.3645229945898056
3,0.7602293603420257,0.2916382543504238
4,0.6799117761135102,0.2361633476316929
5,0.6198056403636932,0.22177705176472665
6,0.5882917060136795,0.19524815251529218
7,0.5562069849967957,0.18035282803326846
8,0.5373192720651626,0.17106211563795806
9,0.525373161816597,0.16852351779341698
10,0.5179870135307312,0.16837239887118338
11,0.5256919946789742,0.1651548595994711
12,0.5151871011376381,0.16343542738556863
13,0.5113841907024383,0.16632488813102245
14,0.5025069107294082,0.16463812313377857
15,0.514303494644165,0.16273923582732677
16,0.492679873919487,0.1630470912642777
17,0.5110360775470734,0.16324752717316152
18,0.501332682132721,0.16154798101186751
19,0.501945031774044,0.16222025427818298
20,0.49582932878732683,0.1648831287458539
