Epoch,Train Loss,Validation Loss
1,1.7630125610351564,1.2068530917167664
2,1.2717677216529846,0.8087674600124359
3,1.100454825592041,0.6561308003425598
4,0.9734501466274261,0.6083534620761871
5,0.9123378648757935,0.5339051386833191
6,0.8496990414142609,0.4676402519106865
7,0.8024545105934143,0.48634151099920275
8,0.6511067800045014,0.31842109538316726
9,0.5927960787534714,0.30567191651314496
10,0.5653514302015304,0.29394075950682164
11,0.5391154396057128,0.289061357074976
12,0.5332835757851601,0.2815976924777031
13,0.5133471320390701,0.27870356964617965
14,0.503557862854004,0.2730083965390921
15,0.48557492624521253,0.26494598241746425
16,0.48552126162052156,0.2651015856102109
17,0.47578718041181567,0.26708064859211444
18,0.4699671011447906,0.26427936371564864
19,0.47200536863803866,0.2624803967170417
20,0.4828515432834625,0.2640900184392929
