Epoch,Train Loss,Validation Loss
1,1.8694374103969997,1.7760766494750977
2,1.6635439566718206,1.5885789268281725
3,1.5643767920600042,1.5518923969692655
4,1.4917731146070692,1.4729949566311307
5,1.435935095808241,1.4217938862906563
6,1.3926828699747722,1.3928252731959025
7,1.3564928754170735,1.3655705743577746
8,1.2438504487143622,1.270664763132731
9,1.223383472442627,1.255146657456292
10,1.2096740164438884,1.256631137869093
11,1.1977752430386013,1.2399797016355727
12,1.1868635943200854,1.234408437347412
13,1.1769282321506076,1.2316211508644952
14,1.1660188821792603,1.2177071957058376
15,1.1352333966255188,1.1997208737479317
16,1.1290147555245293,1.1978577651765612
17,1.1259596292919583,1.1966436703893872
18,1.123707098558214,1.195698029814826
19,1.1217583416408963,1.1940284097459581
20,1.1199430191463895,1.1933681162516276
21,1.1165017051378885,1.192605965783861
22,1.1128761533737184,1.1907975347730848
23,1.1113429533428616,1.1905523390028212
24,1.1119322104454041,1.190377912150489
25,1.1127185830010309,1.1902490036434596
26,1.1113181354098849,1.1901353235032823
27,1.1112271177503799,1.1900265278922186
28,1.1108642655902439,1.1899248612297906
29,1.1100162181854247,1.1898609935760498
30,1.1100421281814574,1.189828763601515
31,1.1094944025675455,1.1898109415902032
32,1.1094916267289057,1.1897934868706597
33,1.1097785351647271,1.1897728665033975
34,1.1081362333933513,1.189760640610589
35,1.108532004038493,1.189747088792589
36,1.1097019582324559,1.1897469880845812
37,1.1097751404020522,1.189746497768826
38,1.1099786091486612,1.1897463434007434
39,1.1103849217202928,1.1897458404329089
40,1.1103230809529623,1.1897452953338623
